Question_number,Solutions
12.30,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem: Effective Resistance and Power Dissipation}

\begin{enumerate}
    \item[(a)] The effective resistance in the circuit (Fig. 12.40) is calculated as follows:
    \[
    R_0 = R + \frac{R_1 R_2}{R_1 + R_2} = 3 + \frac{2 \times 5}{2 + 5} = 4.43\, \Omega
    \]
    The current \( i \) is given by:
    \[
    i = \frac{\xi}{R_0} = \frac{6}{4.43} = 1.35\, \text{A}
    \]

    \item[(b)] The current through \( R_1 \) is:
    \[
    i_1 = \frac{i R_2}{R_1 + R_2} = \frac{1.35 \times 2}{5 + 2} = 0.386\, \text{A}
    \]
    The power dissipated by \( R_1 \) is:
    \[
    P_1 = i_1^2 R_1 = (0.386)^2 \times 5 = 0.74\, \text{W}
    \]
    The current through \( R_2 \) is:
    \[
    i_2 = i - i_1 = 1.35 - 0.386 = 0.964\, \text{A}
    \]
    The power dissipated by \( R_2 \) is:
    \[
    P_2 = i_2^2 R_2 = (0.964)^2 \times 2 = 1.86\, \text{W}
    \]
    The power dissipated by \( R \) is:
    \[
    P = i^2 R = (1.35)^2 \times 3 = 5.47\, \text{W}
    \]

    \item[(c)] The total power dissipated by the resistances is:
    \[
    P_{\text{total}} = P_1 + P_2 + P = 0.74 + 1.86 + 5.47 = 8.07\, \text{W} \approx 8.1\, \text{W}
    \]
    The power supplied by the battery is:
    \[
    \text{Power supplied} = \xi i = 6 \times 1.35 = 8.1\, \text{W}
    \]
\end{enumerate}

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{Fig12_40.png}
    \caption{Circuit diagram for the problem.}
    \label{fig:12.40}
\end{figure}

\end{document}
```

This LaTeX document includes the necessary calculations for effective resistance, current, power dissipation, and total power in a circuit, formatted with equations and a placeholder for the circuit diagram (Fig. 12.40)."
12.31,"To convert the given text into properly formatted LaTeX, we need to clearly define the equations and ensure that all mathematical symbols are correctly represented. Here is the LaTeX code:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The potential difference across AB is given by:

\[
\xi \frac{R}{R + r} = \frac{l}{l_0} \xi_0
\]

Given the equations:

\[
\xi \times \frac{20}{20 + r} = 150 \frac{l_0}{\xi_0}
\]

\[
\xi \times \frac{10}{10 + r} = 120 \frac{l_0}{\xi_0}
\]

Dividing the last two equations, we have:

\[
\frac{2(10 + r)}{20 + r} = \frac{5}{4}
\]

Solving for \( r \), we find:

\[
r = 6.67 \, \Omega
\]

\end{document}
```

This LaTeX code will produce a document with the equations formatted correctly, ensuring clarity and proper mathematical representation."
12.32,"To convert the given physics text into properly formatted LaTeX, we need to structure the equations and text clearly. Here's how you can represent it:

```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}

\begin{document}

For the section \( ABC \), we have:
\[
i = \frac{\xi_1}{R + r} = \frac{2.2}{1 + 0.1} = 2 \, \text{A}
\]

In the section \( BCD \), also:
\[
i = 2 \, \text{A}
\]

The resistance of a 26 cm wire is calculated as:
\[
\text{Resistance} = 26 \times \frac{50}{1} = 0.52 \, \Omega
\]

Neglecting the internal resistance of the second cell, we have:
\[
\xi_2 = 2 \times 0.52 = 1.04 \, \text{V}
\]

As no current flows through the galvanometer.

\end{document}
```

This LaTeX code will format the physics equations and text into a neat and readable document. Each equation is separated and aligned properly, and the text is clearly presented."
12.33,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Physics Problem and Solution}

\subsection*{(a)}

Given:
\[
V_{AB} = V_{AD}, \quad V_{BC} = V_{DC} \quad \therefore \quad i_1 P = i_2 R \tag{1}
\]
\[
i_1 Q = i_2 S \tag{2}
\]

Dividing equation (1) by equation (2), we get:
\[
\frac{P}{Q} = \frac{R}{S} \tag{3}
\]

\subsection*{(b)}

Assume that a non-zero current flows through the galvanometer of resistance \( G \).

Applying the junction theorem at \( A \):
\[
i = i_1 + i_2 \tag{4}
\]

Applying the loop theorem to the loop \( ABDA \) and noting that there is no emf in this loop:
\[
i_g G + i_1 P - i_2 R = 0 \tag{5}
\]

Applying the loop theorem to the loop \( BCDB \), which also does not have an emf:
\[
(i_1 - i_g) Q - i_g G - (i_2 - i_g) S = 0 \tag{6}
\]

Combining equations (4), (5), and (6), we find:
\[
i_g i = \frac{QR - PS}{G(Q + S) + (P + R)(G + Q + S)}
\]

Note that \( i_g = 0 \) if \( QR - PS = 0 \), which is identical with the condition (3).

\end{document}
```

This LaTeX code provides a clear and structured format for the physics problem and solution, ensuring that equations are properly aligned and labeled."
12.34,"To properly format the given physics text using LaTeX, we need to structure it as a physics problem involving the application of the junction theorem (Kirchhoff's current law). Here's how you can format it:

```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Problem}

Apply the junction theorem to obtain currents in various branches as indicated in Fig.~\ref{fig:circuit}. The current flowing through the ammeter is 6 A.

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{fig12_41.png} % Replace with actual file name
    \caption{Circuit diagram for applying the junction theorem.}
    \label{fig:circuit}
\end{figure}

\section*{Solution}

According to the junction theorem (Kirchhoff's current law), the sum of currents entering a junction is equal to the sum of currents leaving the junction. Mathematically, this can be expressed as:

\begin{equation}
    \sum I_{\text{in}} = \sum I_{\text{out}}
\end{equation}

Given that the current flowing through the ammeter is 6 A, we can set up the following equations based on the circuit configuration shown in Fig.~\ref{fig:circuit}:

\begin{align*}
    I_1 + I_2 &= I_3 \\
    I_3 &= 6 \, \text{A} \\
    \vdots & \quad \text{(additional equations based on the circuit)}
\end{align*}

Solving these equations will yield the currents in various branches of the circuit.

\end{document}
```

**Notes:**
- Replace `fig12_41.png` with the actual filename of the image file for Fig. 12.41.
- Add any additional equations or details specific to the circuit as needed.
- Ensure that the image file is in the same directory as your LaTeX document or provide the correct path."
12.35,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Let the internal resistance of each battery be \( r \), the galvanometer resistance be \( G \), and the external resistance be \( R \). Then, in the series arrangement, the total resistance in the circuit (Fig. 12.42) is given by:

\begin{equation}
    R_{\text{eff}} = G + R + 2r
\end{equation}

The effective electromotive force (emf) is:

\begin{equation}
    \xi_{\text{eff}} = 2 \times 1.5 = 3 \, \text{V}
\end{equation}

Using Ohm's law, we have:

\begin{equation}
    \xi_{\text{eff}} = i (G + R + 2r)
\end{equation}

Substituting the values, we get:

\begin{equation}
    3 = 1 \times (G + R + 2r) \tag{1}
\end{equation}

In the parallel arrangement, the effective emf is:

\begin{equation}
    \xi_{\text{eff}} = 1.5 \, \text{V}
\end{equation}

The combined internal resistance is:

\begin{equation}
    \frac{r \times r}{r + r} = 0.5r
\end{equation}

Thus, the total resistance in the circuit is:

\begin{equation}
    R_{\text{eff}} = G + R + 0.5r
\end{equation}

Using Ohm's law again, we have:

\begin{equation}
    1.5 = 0.6 \times (G + R + 0.5r)
\end{equation}

Simplifying, we get:

\begin{equation}
    2.5 = G + R + 0.5r \tag{2}
\end{equation}

Subtracting equation (2) from equation (1), we find:

\begin{equation}
    r = 0.333 \, \Omega
\end{equation}

\end{document}
```

This LaTeX code will format the physics problem and solution with equations properly aligned and labeled, ensuring clarity and readability."
12.36,"To properly format the given physics text into LaTeX, we need to structure the equations and text clearly. Below is the LaTeX code for the provided text:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

When the key is closed, the potential difference (P.D.) across the resistor $R$ is $V = iR$, and the electromotive force (emf) of the cell is $\xi = i(R + r)$, where $r$ is the internal resistance of the cell. Thus, we have:

\[
\frac{\xi}{V} = \frac{R + r}{R} = 1 + \frac{r}{R}
\]

When the key is open, let the balancing length be $X_1$ cm from the end $A$ against the emf $\xi$. When the key is closed, let the balancing length be $X_2$ against the P.D. of $V$ volts. Therefore:

\[
\frac{\xi}{V} = \frac{X_1}{X_2} = 1 + \frac{r}{R}
\]

Given the values:

\[
\frac{52}{40} = 1 + \frac{r}{R}
\]

Solving for $r$:

\[
\frac{52}{40} = 1 + \frac{r}{5}
\]

\[
\frac{52}{40} - 1 = \frac{r}{5}
\]

\[
\frac{12}{40} = \frac{r}{5}
\]

\[
r = \frac{12}{40} \times 5 = 1.5 \, \Omega
\]

\end{document}
```

This code includes the necessary LaTeX packages and environment to properly display the equations and text. The equations are aligned and formatted for clarity."
12.37,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{Fig12_43.png} % Replace with actual figure path
    \caption{Diagram of the potentiometer wire setup.}
    \label{fig:12_43}
\end{figure}

\textbf{Resistance Calculation:}

The resistance of a 40 cm portion of the potentiometer wire is given by:

\[
R_{\text{wire}} = \frac{40}{100} \times 10 = 4 \, \Omega
\]

The potential difference (P.D.) across the 40 cm wire due to a 2 V cell is:

\[
V = \frac{2 \times 4}{10 + R} = \frac{8}{10 + R}
\]

This is balanced by a 0.01 V due to the second cell:

\[
\frac{8}{10 + R} = 0.01
\]

Solving for \( R \), we have:

\[
8 = 0.01 \times (10 + R)
\]

\[
8 = 0.1 + 0.01R
\]

\[
7.9 = 0.01R
\]

\[
R = \frac{7.9}{0.01} = 790 \, \Omega
\]

Thus, the resistance \( R \) is \( 790 \, \Omega \).

\end{document}
```

This LaTeX document includes the necessary calculations and a placeholder for the figure, which you should replace with the actual image path. The equations are formatted to clearly show the steps involved in solving for the resistance \( R \)."
12.38,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{siunitx}

\begin{document}

\section*{Solution}

The resistance across \(ac\) (refer to Fig. 12.20) is calculated as follows:
\[
R_{ac} = \frac{14}{\Omega} \times 12,000 = \frac{3000}{\Omega}
\]

The combined resistance of the voltmeter \(\left(\frac{6000}{\Omega}\right)\) in parallel with \(\frac{3000}{\Omega}\) resistance is:
\[
R_{\text{parallel}} = \frac{\left(\frac{6000}{\Omega}\right) \times \left(\frac{3000}{\Omega}\right)}{\frac{6000}{\Omega} + \frac{3000}{\Omega}} = \frac{2000}{\Omega}
\]

The resistance across \(bc\) is:
\[
R_{bc} = \frac{34}{\Omega} \times 12,000 = \frac{9000}{\Omega}
\]

The effective resistance of the circuit is:
\[
R_{\text{effective}} = \frac{9000}{\Omega} + \frac{2000}{\Omega} = \frac{11,000}{\Omega}
\]

The potential difference (P.D.) across \(ac\) is given by:
\[
V = \frac{220 \times \frac{2000}{\Omega}}{\frac{11,000}{\Omega}} = 40 \, \text{V}
\]

Thus, the voltmeter reads \(40 \, \text{V}\).

\end{document}
```

This LaTeX document includes the necessary calculations and formatting for the given physics problem, ensuring clarity and correctness in the presentation of the solution."
12.39,"To convert the given physics text into properly formatted LaTeX, we need to clarify the equation and ensure that it is correctly structured. Here's a possible interpretation and formatting:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Given the equation:

\[
R \cdot 3.5 = \frac{l}{100 - l} = \frac{30}{100 - 30} = \frac{3}{7}
\]

Therefore, solving for \( R \):

\[
R = \frac{1.5}{\Omega_1}
\]

\end{document}
```

This LaTeX code assumes that the equation involves a resistance \( R \) and some length \( l \), with the given ratio and solution. Adjust the variables and context as necessary to fit the specific problem being addressed."
12.40,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem Solution}

\begin{enumerate}
    \item[(a)] 
    \begin{align*}
        N &= \frac{i}{i_1} = \frac{100 \, \text{mA}}{1 \, \text{mA}} = 100 \\
        S &= G \left(N - 1\right) = 80 \left(100 - 1\right) = 0.808 \, \Omega^{-1}
    \end{align*}
    A shunt of \(0.808 \, \Omega^{-1}\) should be provided for the moving coil meter.

    \item[(b)]
    \begin{align*}
        V &= iG = 1 \times 10^{-3} \times 80 = 0.08 \, \text{V} \\
        N &= \frac{80}{0.08} = 1000 \\
        R &= (N - 1)G = (1000 - 1) \times 80 = 79,920 \, \Omega
    \end{align*}
    A resistance of \(79,920 \, \Omega\) must be connected in series with the moving coil galvanometer to give the required full-scale deflection.
\end{enumerate}

\end{document}
```"
12.41,"Certainly! Here is the given physics text converted into properly formatted LaTeX:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

By Ohm's law, we have:
\[
\xi = i(R + r)
\]

Substituting the given values:
\[
9 = i(120 + 15)
\]

Solving for \(i\):
\[
\therefore i = \frac{9}{135} = \frac{1}{15} \, \text{A}
\]

The voltmeter would read:
\[
V = \xi - ir = 9 - \frac{1}{15} \times 15 = 8 \, \text{V}
\]

\end{document}
```

This LaTeX code will produce a well-formatted document with the equations and calculations clearly presented."
12.42,"To convert the given physics text into properly formatted LaTeX, we need to ensure that the equations are clear and correctly structured. Here's how you can format it:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The given problem involves calculating a quantity \( G \) based on the given parameters. The initial equation is:

\[
S = G \cdot (N-1)
\]

where \( i_1 = 1 \), \( i = 1 \), and \( N = 100 \).

Therefore, we can express \( G \) as:

\[
G = \frac{S}{N-1}
\]

Substituting the given values, we have:

\[
G = \frac{1}{100-1} = \frac{1}{99}
\]

Thus, the final expression for \( G \) is:

\[
G = \frac{1}{99} \Omega_1
\]

\end{document}
```

This LaTeX code will produce a document with the equations neatly formatted, showing the steps to solve for \( G \). The use of `amsmath` package ensures that the equations are properly aligned and displayed."
12.43,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

By the junction theorem, we have:
\begin{equation}
    i = i_1 + i_2 \tag{1}
\end{equation}

Applying the loop theorem to the loop \( BE_1AE_2B \), traversing clockwise:
\[
    \xi_2 - i_2 r_2 - \xi_1 + i_1 r_1 = 0
\]
\[
    \therefore 2i_2 - i_1 = 20 - 10 = 10 \tag{2}
\]

Applying the loop theorem to the loop \( BE_1ARB \):
\[
    \xi_1 = i_1 r_1 + i R
\]
\[
    \therefore 10 = i_1 + 30i \quad \text{or} \quad 31 i_1 + 30 i_2 = 10 \tag{3}
\]

where we have used equation (1). Solving equations (2) and (3), we find:
\[
    i_1 = -3.04 \, \text{A}, \quad i_2 = 3.48 \, \text{A}
\]

The power dissipated through \( E_1 \) is:
\[
    i_1^2 r_1 = (3.04)^2 \times 1 = 9.24 \, \text{W}
\]

The power dissipated through \( E_2 \) is:
\[
    i_2^2 r_2 = (3.48)^2 \times 2 = 24.2 \, \text{W}
\]

The power dissipated through \( R \) is:
\[
    i^2 R = (0.44)^2 \times 30 = 5.8 \, \text{W}
\]

\(\because i = i_1 + i_2 = -3.04 + 3.48 = 0.44 \, \text{A}\)

\end{document}
```

This LaTeX code formats the physics problem and solution with proper mathematical notation and alignment, making it suitable for academic or professional presentation."
12.44,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Referring to Fig. 12.44, we have the junction theorem:

\begin{equation}
    i_1 + i_2 = i \tag{1}
\end{equation}

Traversing the loop \( BE_2AE_1B \) counterclockwise, the loop theorem gives:

\[
    \xi_2 - r_2 i_2 - (\xi_1 - r_1 i_1) = 0
\]

Substituting the given values:

\[
    1 - 2i_1 - (2 - 1i_1) = 0
\]

Simplifying, we get:

\begin{equation}
    i_1 - 2i_2 = 1 \tag{2}
\end{equation}

For the loop \( BE_1ARB \):

\[
    \xi_1 - i_1 r_1 - iR = 0
\]

Substituting the given values:

\[
    2 - 1i_1 - 10i = 0
\]

Simplifying, we obtain:

\begin{equation}
    11 i_1 + 10i_2 = 2 \tag{3}
\end{equation}

where we have used equation (1). Application of Kirchhoff’s laws to the loop \( BE_2ARB \) does not yield anything extra. From equations (1), (2), and (3), we find:

\[
    i_1 = 0.44 \, \text{A}, \quad i_2 = -0.28 \, \text{A}, \quad \text{and} \quad i = 0.16 \, \text{A}
\]

The negative sign of \( i_2 \) shows that its direction is opposite to that which has been assumed.

\end{document}
```"
12.45,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem and Solution}

Given the equation for the total current:
\begin{equation}
i_1 + i_2 + i_3 = i = 5 \, \text{A} \tag{1}
\end{equation}

Assuming $\rho = \text{const}$ and using the formula for resistance $R = \frac{\pi d^2}{4}$ (see Fig. 12.45), we have the ratio of resistances:
\[
R_1 : R_2 : R_3 = \frac{l_1}{d_1^2} : \frac{l_2}{d_2^2} : \frac{l_3}{d_3^2}
\]

Substituting the given values:
\begin{equation}
R_1 : R_2 : R_3 = \frac{2}{3^2} : \frac{3}{4^2} : \frac{4}{5^2} = \frac{2}{9} : \frac{3}{16} : \frac{4}{25} \tag{2}
\end{equation}

Since the potential difference across all resistors is identical, we have:
\begin{equation}
i_1 R_1 = i_2 R_2 = i_3 R_3 \tag{3}
\end{equation}

Solving for $i_2$:
\begin{equation}
i_2 = i_1 \frac{R_1}{R_2} = i_1 \frac{\frac{2}{9}}{\frac{3}{16}} = \frac{32}{27} i_1 \tag{4}
\end{equation}

Solving for $i_3$:
\begin{equation}
i_3 = i_1 \frac{R_1}{R_3} = i_1 \frac{\frac{2}{9}}{\frac{4}{25}} = \frac{25}{18} i_1 \tag{5}
\end{equation}

Substituting into the total current equation:
\begin{equation}
i_1 + \frac{32}{27} i_1 + \frac{25}{18} i_1 = i = 5 \tag{6}
\end{equation}

Solving the above equation gives:
\[
i_1 = 1.4 \, \text{A}, \quad i_2 = 1.66 \, \text{A}, \quad i_3 = 1.94 \, \text{A}
\]

where we have used equations (1), (4), and (5).

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{fig_12_45.png}
    \caption{Figure 12.45}
\end{figure}

\end{document}
```

This LaTeX code provides a structured and formatted representation of the physics problem, including equations, calculations, and a reference to a figure. Make sure to replace `fig_12_45.png` with the actual path to your figure file."
12.46,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The potential difference (P.D) across the \(8\,\Omega\) and \(2\,\Omega\) resistors are equal, as shown in Fig. 12.46:

\begin{equation}
    2i_2 = 8i_3 \tag{1}
\end{equation}

As the P.D across the \(3\,\Omega\) and \(6\,\Omega\) resistors are equal:

\begin{equation}
    3i_4 = 6i_1 \tag{2}
\end{equation}

As the P.D across the \(4\,\Omega\) and \(6\,\Omega\) resistors are equal:

\begin{equation}
    6i_6 = 4i_5 \tag{3}
\end{equation}

Applying the junction theorem at Fig. 12.46:

\begin{equation}
    i = i_1 + i_2 + i_3 + i_4 \tag{4}
\end{equation}

\begin{equation}
    i_2 + i_3 = i_5 + i_6 \tag{5}
\end{equation}

For the potential difference between points \(A\) and \(B\):

\[
    V_{AB} = V_{AD} + V_{DB}
\]

Thus,

\begin{equation}
    3i_4 = 8i_3 + 4i_5 \tag{6}
\end{equation}

Applying the loop theorem to loop \(CAFBC\):

\begin{equation}
    \xi - ir - 3i_4 = 0 \tag{7}
\end{equation}

Solving equations (1), (2), (3), (4), (5), (6), and (7), we find:

\[
    i_4 = 0.4\,\text{A} \quad \text{and} \quad i = 0.9\,\text{A}
\]

Applying the loop theorem to the entire circuit:

\begin{equation}
    \xi - ir - iR = 0 \tag{8}
\end{equation}

where \(R\) is the equivalent resistance of the circuit:

\[
    R = \frac{\xi}{i} = \frac{1.8}{0.9} - \frac{2}{3} = \frac{4}{3}
\]

The power dissipated in the entire circuit is:

\[
    P = i^2(R + r) = (0.9)^2 \left(\frac{4}{3} + \frac{2}{3}\right) = 1.62\,\text{W}
\]

\end{document}
```"
12.47,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Let \( A \) and \( B \) be the midpoints of the coils. As no current flows through the galvanometer, the potential difference (P.D) across \( AB \) is zero. Applying the loop theorem to the main circuit, as shown in Fig. 12.47:

\[
\mathcal{E}_1 + \mathcal{E}_2 - i(R + R + r_1 + r_2) = 0
\]

Therefore, the current \( i \) is given by:

\[
i = \frac{\mathcal{E}_1 + \mathcal{E}_2}{2R + r_1 + r_2} = \frac{1.5 + 3}{2 \times 10 + 5 + r_2} = \frac{4.5}{25 + r_2} \tag{1}
\]

The P.D of the point \( B \) with respect to the negative terminal of the first cell is:

\[
V_B = \mathcal{E}_1 - \left(10 \times \frac{1}{2} + r_1\right) i = 1.5 - 10i \tag{2}
\]

The P.D of the point \( A \) with respect to the negative terminal of the first cell is:

\[
V_A = \mathcal{E}_1 + \mathcal{E}_2 - \left(10 \times \frac{1}{2} + r_2 + 10 + r_1\right) i = 1.5 + 3 - (5 + r_2 + 10 + 5)i = 4.5 - (20 + r_2)i
\]

But \( V_B = V_A \) (since no current flows through the galvanometer), hence:

\[
1.5 - 10i = 4.5 - (20 + r_2)i
\]

Solving for \( i \):

\[
i = \frac{3}{10 + r_2} \tag{3}
\]

From equations (1) and (3), we equate the expressions for \( i \):

\[
\frac{4.5}{25 + r_2} = \frac{3}{10 + r_2}
\]

Solving this equation for \( r_2 \), we find:

\[
r_2 = 20 \, \Omega
\]

\end{document}
```"
12.48,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem Solution}

\subsection*{(a)}

\begin{enumerate}
    \item[(i)] Equivalent resistance:
    \[
    R_{\text{eq}} = \frac{R_1 R_2}{R_1 + R_2} + \frac{R_3 R_4}{R_3 + R_4} = \frac{8 \times 2}{8 + 2} + \frac{3.2 \times 3.2}{3.2 + 3.2} = 3.2 \, \text{k}\Omega
    \]

    \item[(ii)] Voltage across $R_1$:
    \[
    V_{p1} = \frac{320 \times 1.6}{3.2} = 160 \, \text{V}
    \]

    \item[(iii)] Voltage across $R_2$:
    \[
    V_{p2} = \frac{320 \times 1.6}{3.2} = 160 \, \text{V}
    \]

    \item[(iv)] Total current:
    \[
    I_T = \frac{\xi}{R_{\text{eq}}} = \frac{320}{3.2 \times 10^3} = 0.1 \, \text{A}
    \]

    Current through $R_2$:
    \[
    I_1 = I_T \times \frac{R_2}{R_1 + R_2} = 0.1 \times \frac{2}{8 + 2} = 0.02 \, \text{A}
    \]

    Current through $R_4$:
    \[
    I_3 = I_T \times \frac{R_4}{R_3 + R_4} = 0.1 \times \frac{3.2}{3.2 + 3.2} = 0.05 \, \text{A}
    \]

    \item[(v)] Total energy:
    \[
    W = I_T^2 R_{\text{eq}} = (0.1)^2 \times 3.2 \times 10^3 = 32 \, \text{J}
    \]

    Energy across $R_3$:
    \[
    W_3 = I_3^2 R_3 = (0.05)^2 \times 8 \times 10^3 = 20 \, \text{J}
    \]
\end{enumerate}

\subsection*{(b)}

Power:
\[
P = \frac{\xi^2}{r} = \frac{(24)^2}{0.01} = 5.76 \times 10^4 \, \text{J}
\]

\end{document}
```"
12.49,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Physics Problem Solutions}

\begin{enumerate}
    \item[(i)] Calculate the current \( i \):
    \[
    i = \frac{\xi}{R + r} = \frac{24}{140 + 0.02} = 0.1714 \, \text{A}
    \]

    \item[(ii)] Calculate the voltage \( V \):
    \[
    V = \xi - ir = 24 - 0.1714 \times 0.02 = 23.9966 \, \text{V}
    \]

    \item[(iii)] Calculate the power across the resistor \( P_R \) and the internal resistance \( P_r \):
    \[
    P_R = i^2 R = (0.1714)^2 \times 140 = 4.113 \, \text{W}
    \]
    \[
    P_r = i^2 r = (0.1714)^2 \times 0.02 = 5.87 \times 10^{-4} \, \text{W}
    \]

    \item[(iv)] In the absence of load resistance, the full voltage is available:
    \[
    V = \xi = 24 \, \text{V}
    \]
\end{enumerate}

\end{document}
```"
12.50,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Physics Problem and Solution}

\begin{enumerate}
    \item[(i)] The equivalent resistance \( R_{\text{eq}} \) is given by:
    \begin{align*}
        R_{\text{eq}} &= \frac{R_1 R_2}{R_1 + R_2} + R_5 + \frac{R_3 R_4}{R_3 + R_4} \\
        &= \frac{80 \times 80}{80 + 80} + 20 + \frac{40 \times 40}{40 + 40} \\
        &= 40 + 20 + 20 \\
        &= 80 \, \text{k}\Omega
    \end{align*}

    \item[(ii)] The total current \( I_T \) is:
    \begin{align*}
        I_T &= \frac{V}{R_{\text{eq}}} = \frac{300}{80 \times 10^3} \\
        &= 3.75 \times 10^{-3} \, \text{A}
    \end{align*}

    The current \( I_1 \) is:
    \begin{align*}
        I_1 &= I_T \times \frac{R_2}{R_2 + R_1} \\
        &= 3.75 \times 10^{-3} \times \frac{80}{80 + 80} \\
        &= 1.875 \times 10^{-3} \, \text{A}
    \end{align*}

    The current \( I_3 \) is:
    \begin{align*}
        I_3 &= I_T \times \frac{R_4}{R_4 + R_3} \\
        &= 3.75 \times 10^{-3} \times \frac{40}{40 + 40} \\
        &= 1.875 \times 10^{-3} \, \text{A}
    \end{align*}

    \item[(iii)] The voltage \( V_1 \) is:
    \begin{align*}
        V_1 &= \frac{V}{R_{\text{eq}}} \times \frac{R_1 R_2}{R_1 + R_2} \\
        &= \frac{300}{80} \times \frac{80 \times 80}{80 + 80} \\
        &= 150 \, \text{V}
    \end{align*}

    The voltage \( V_2 \) is:
    \begin{align*}
        V_2 &= \frac{V R_5}{R_{\text{eq}}} \\
        &= \frac{300 \times 20}{80} \\
        &= 75 \, \text{V}
    \end{align*}

    The voltage \( V_3 \) is:
    \begin{align*}
        V_3 &= \frac{V}{R_{\text{eq}}} \times \frac{R_3 R_4}{R_3 + R_4} \\
        &= \frac{300}{80} \times \frac{40 \times 40}{40 + 40} \\
        &= 75 \, \text{V}
    \end{align*}

    \item[(iv)] The power \( P_5 \) is:
    \begin{align*}
        P_5 &= I_T^2 R_5 \\
        &= (3.75 \times 10^{-3})^2 \times 20 \times 10^3 \\
        &= 0.281 \, \text{W}
    \end{align*}

    The total power \( P \) is:
    \begin{align*}
        P &= I_T^2 R_{\text{eq}} \\
        &= (3.75 \times 10^{-3})^2 \times 80 \times 10^3 \\
        &= 1.125 \, \text{W}
    \end{align*}
\end{enumerate}

\begin{center}
    \textbf{Figure 12.48}
\end{center}

\end{document}
```"
12.51,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The equations for the unknown currents are derived from Kirchhoff's laws. 

First, applying the junction theorem at a node, we have:
\begin{equation}
    i_1 = i_2 + i_3 \tag{1}
\end{equation}

Next, traversing the top loop counterclockwise (as shown in Fig. 12.48), we apply Kirchhoff's loop theorem:
\[
    \xi_1 - i_2 R_3 - \xi_3 - i_2 R_2 - \xi_2 - i_1 R_1 = 0
\]
Simplifying, we get:
\[
    13 - 300i_2 - 3 - 200i_2 - 30 - 100i_1 = 0
\]
or
\begin{equation}
    100i_1 + 500i_2 + 20 = 0 \tag{2}
\end{equation}

For the bottom loop, traversing counterclockwise, we have:
\[
    \xi_4 - i_3 R_4 - \xi_5 + i_2 R_2 - \xi_3 + i_2 R_3 = 0
\]
Simplifying, we find:
\[
    5 - 400i_3 - 8 + 200i_2 - 3 + 300i_2 = 0
\]
or
\begin{equation}
    500i_2 - 400i_3 - 6 = 0 \tag{3}
\end{equation}

The required equations for the unknown currents are equations \eqref{1}, \eqref{2}, and \eqref{3}.

\end{document}
```

This LaTeX code formats the given physics problem using Kirchhoff's laws, providing a clear presentation of the equations involved."
