Question_number,Questions,Category,Solutions
3.13,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

A coin is placed at a distance \( r \) from the center of a gramophone record rotating with angular frequency \( \omega = 2\pi f \). Find the maximum frequency \( f_{\text{max}} \) for which the coin will not slip if \( \mu \) is the coefficient of friction.

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

A coin is placed at a distance \( r \) from the center of a gramophone record rotating with angular frequency \( \omega = 2\pi f \). Find the maximum frequency \( f_{\text{max}} \) for which the coin will not slip if \( \mu \) is the coefficient of friction.

\end{document}"
3.14,"\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}

\begin{document}

\section*{Problem}

A particle of mass $m$ is attached to a spring of initial length $L_0$ and spring constant $k$. It is rotated in a horizontal plane with an angular velocity $\omega$. What is the new length of the spring and the tension in the spring?

\section*{Solution}

To find the new length of the spring and the tension in the spring, we start by considering the forces acting on the particle. The centripetal force required to keep the particle moving in a circle is provided by the tension $T$ in the spring. The centripetal force is given by:

\begin{equation}
F_{\text{centripetal}} = m \omega^2 L,
\end{equation}

where $L$ is the new length of the spring.

The tension in the spring is also given by Hooke's Law:

\begin{equation}
T = k (L - L_0).
\end{equation}

Since the tension provides the centripetal force, we equate the two expressions:

\begin{equation}
k (L - L_0) = m \omega^2 L.
\end{equation}

Solving for $L$, we rearrange the equation:

\begin{equation}
kL - kL_0 = m \omega^2 L,
\end{equation}

\begin{equation}
(k - m \omega^2)L = kL_0,
\end{equation}

\begin{equation}
L = \frac{kL_0}{k - m \omega^2}.
\end{equation}

This is the new length of the spring.

Substituting $L$ back into the equation for tension, we have:

\begin{equation}
T = k \left(\frac{kL_0}{k - m \omega^2} - L_0\right),
\end{equation}

\begin{equation}
T = \frac{k^2 L_0 - k L_0 (k - m \omega^2)}{k - m \omega^2},
\end{equation}

\begin{equation}
T = \frac{k m \omega^2 L_0}{k - m \omega^2}.
\end{equation}

Thus, the tension in the spring is given by this expression.

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}

\begin{document}

\section*{Problem}

A particle of mass $m$ is attached to a spring of initial length $L_0$ and spring constant $k$. It is rotated in a horizontal plane with an angular velocity $\omega$. What is the new length of the spring and the tension in the spring?

\section*{Solution}

To find the new length of the spring and the tension in the spring, we start by considering the forces acting on the particle. The centripetal force required to keep the particle moving in a circle is provided by the tension $T$ in the spring. The centripetal force is given by:

\begin{equation}
F_{\text{centripetal}} = m \omega^2 L,
\end{equation}

where $L$ is the new length of the spring.

The tension in the spring is also given by Hooke's Law:

\begin{equation}
T = k (L - L_0).
\end{equation}

Since the tension provides the centripetal force, we equate the two expressions:

\begin{equation}
k (L - L_0) = m \omega^2 L.
\end{equation}

Solving for $L$, we rearrange the equation:

\begin{equation}
kL - kL_0 = m \omega^2 L,
\end{equation}

\begin{equation}
(k - m \omega^2)L = kL_0,
\end{equation}

\begin{equation}
L = \frac{kL_0}{k - m \omega^2}.
\end{equation}

This is the new length of the spring.

Substituting $L$ back into the equation for tension, we have:

\begin{equation}
T = k \left(\frac{kL_0}{k - m \omega^2} - L_0\right),
\end{equation}

\begin{equation}
T = \frac{k^2 L_0 - k L_0 (k - m \omega^2)}{k - m \omega^2},
\end{equation}

\begin{equation}
T = \frac{k m \omega^2 L_0}{k - m \omega^2}.
\end{equation}

Thus, the tension in the spring is given by this expression.

\end{document}"
3.15,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem}

A hollow cylinder drum of radius $r$ is placed with its axis vertical. It is rotated about an axis passing through its center and perpendicular to the face, and a coin is placed on the inside surface of the drum. If the coefficient of friction is $\mu$, what is the frequency of rotation so that the coin does not fall down?

\section*{Solution}

To solve this problem, we need to consider the forces acting on the coin. The coin will experience a normal force $N$, a gravitational force $mg$, and a frictional force $f$.

The frictional force $f$ provides the necessary centripetal force to keep the coin from falling. Therefore, we have:

\[
f = \mu N = m \omega^2 r
\]

where $\omega$ is the angular velocity of the drum.

The gravitational force acting on the coin is:

\[
mg
\]

For the coin not to fall, the frictional force must be equal to or greater than the gravitational force:

\[
\mu N \geq mg
\]

Since $N = m \omega^2 r$, we substitute to get:

\[
\mu m \omega^2 r \geq mg
\]

Canceling $m$ from both sides (assuming $m \neq 0$), we have:

\[
\mu \omega^2 r \geq g
\]

Solving for $\omega$, we get:

\[
\omega \geq \sqrt{\frac{g}{\mu r}}
\]

The frequency of rotation $f$ is related to the angular velocity $\omega$ by:

\[
f = \frac{\omega}{2\pi}
\]

Thus, the minimum frequency $f$ required is:

\[
f \geq \frac{1}{2\pi} \sqrt{\frac{g}{\mu r}}
\]

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem}

A hollow cylinder drum of radius $r$ is placed with its axis vertical. It is rotated about an axis passing through its center and perpendicular to the face, and a coin is placed on the inside surface of the drum. If the coefficient of friction is $\mu$, what is the frequency of rotation so that the coin does not fall down?

\section*{Solution}

To solve this problem, we need to consider the forces acting on the coin. The coin will experience a normal force $N$, a gravitational force $mg$, and a frictional force $f$.

The frictional force $f$ provides the necessary centripetal force to keep the coin from falling. Therefore, we have:

\[
f = \mu N = m \omega^2 r
\]

where $\omega$ is the angular velocity of the drum.

The gravitational force acting on the coin is:

\[
mg
\]

For the coin not to fall, the frictional force must be equal to or greater than the gravitational force:

\[
\mu N \geq mg
\]

Since $N = m \omega^2 r$, we substitute to get:

\[
\mu m \omega^2 r \geq mg
\]

Canceling $m$ from both sides (assuming $m \neq 0$), we have:

\[
\mu \omega^2 r \geq g
\]

Solving for $\omega$, we get:

\[
\omega \geq \sqrt{\frac{g}{\mu r}}
\]

The frequency of rotation $f$ is related to the angular velocity $\omega$ by:

\[
f = \frac{\omega}{2\pi}
\]

Thus, the minimum frequency $f$ required is:

\[
f \geq \frac{1}{2\pi} \sqrt{\frac{g}{\mu r}}
\]

\end{document}"
3.16,"\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}
\usepackage{graphicx}

\begin{document}

A bead is threaded on a smooth circular wire frame of radius $r$, the radius vector $\vec{r}$ making an angle $\theta$ with the negative $z$-axis (see Fig. 3.3). If the frame is rotated with angular velocity $\omega$ about the $z$-axis, then show that the bead will be in equilibrium if

\[
\omega = \sqrt{\frac{g}{r \cos \theta}}
\]

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{figure3_3.png} % Replace with actual figure file
    \caption{Illustration of the circular wire frame and bead.}
    \label{fig:3.3}
\end{figure}

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}
\usepackage{graphicx}

\begin{document}

A bead is threaded on a smooth circular wire frame of radius $r$, the radius vector $\vec{r}$ making an angle $\theta$ with the negative $z$-axis (see Fig. 3.3). If the frame is rotated with angular velocity $\omega$ about the $z$-axis, then show that the bead will be in equilibrium if

\[
\omega = \sqrt{\frac{g}{r \cos \theta}}
\]

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{figure3_3.png} % Replace with actual figure file
    \caption{Illustration of the circular wire frame and bead.}
    \label{fig:3.3}
\end{figure}

\end{document}"
3.17,"\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem}

A wire bent in the form $ABC$ passes through a ring as shown in Figure 3.4. The ring rotates with constant speed in a horizontal circle of radius $r$. Show that the speed of rotation is $\sqrt{gr}$ if the wires are to maintain the form.

\begin{center}
    \includegraphics[width=0.5\textwidth]{figure3_4.png} % Replace with the actual path to the figure file
\end{center}

\begin{align*}
    &\text{Figure 3.4: Diagram illustrating the setup.} \\
    &\text{Angles: } \angle ACB = 60^\circ, \quad \angle ABC = 30^\circ.
\end{align*}

\section*{Solution}

To solve this problem, we consider the forces acting on the ring as it rotates. The centripetal force required to keep the ring moving in a circle of radius $r$ is provided by the gravitational force component along the wire. 

The centripetal force $F_c$ is given by:
\[
F_c = \frac{mv^2}{r}
\]

where $m$ is the mass of the ring and $v$ is the speed of rotation.

The gravitational force component along the wire can be expressed as:
\[
F_g = mg \sin \theta
\]

where $\theta$ is the angle between the wire and the vertical. For the wire to maintain its form, the centripetal force must equal the gravitational force component:
\[
\frac{mv^2}{r} = mg \sin \theta
\]

Solving for $v$, we get:
\[
v^2 = rg \sin \theta
\]

Given that $\theta = 30^\circ$, we have $\sin \theta = \frac{1}{2}$. Substituting this into the equation gives:
\[
v^2 = rg \cdot \frac{1}{2}
\]

Thus, the speed of rotation $v$ is:
\[
v = \sqrt{\frac{rg}{2}}
\]

However, for the wire to maintain its form, the speed should be $\sqrt{gr}$, which implies that the angle or setup might need to be adjusted to satisfy this condition.

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem}

A wire bent in the form $ABC$ passes through a ring as shown in Figure 3.4. The ring rotates with constant speed in a horizontal circle of radius $r$. Show that the speed of rotation is $\sqrt{gr}$ if the wires are to maintain the form.

\begin{center}
    \includegraphics[width=0.5\textwidth]{figure3_4.png} % Replace with the actual path to the figure file
\end{center}

\begin{align*}
    &\text{Figure 3.4: Diagram illustrating the setup.} \\
    &\text{Angles: } \angle ACB = 60^\circ, \quad \angle ABC = 30^\circ.
\end{align*}

\section*{Solution}

To solve this problem, we consider the forces acting on the ring as it rotates. The centripetal force required to keep the ring moving in a circle of radius $r$ is provided by the gravitational force component along the wire. 

The centripetal force $F_c$ is given by:
\[
F_c = \frac{mv^2}{r}
\]

where $m$ is the mass of the ring and $v$ is the speed of rotation.

The gravitational force component along the wire can be expressed as:
\[
F_g = mg \sin \theta
\]

where $\theta$ is the angle between the wire and the vertical. For the wire to maintain its form, the centripetal force must equal the gravitational force component:
\[
\frac{mv^2}{r} = mg \sin \theta
\]

Solving for $v$, we get:
\[
v^2 = rg \sin \theta
\]

Given that $\theta = 30^\circ$, we have $\sin \theta = \frac{1}{2}$. Substituting this into the equation gives:
\[
v^2 = rg \cdot \frac{1}{2}
\]

Thus, the speed of rotation $v$ is:
\[
v = \sqrt{\frac{rg}{2}}
\]

However, for the wire to maintain its form, the speed should be $\sqrt{gr}$, which implies that the angle or setup might need to be adjusted to satisfy this condition.

\end{document}"
3.18,"\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem}

A small cube placed on the inside of a funnel rotates about a vertical axis at a constant rate of $f$ revolutions per second. The wall of the funnel makes an angle $\theta$ with the horizontal (see Fig. 3.5). If the coefficient of static friction is $\mu$ and the center of the cube is at a distance $r$ from the axis of rotation, show that the largest frequency for which the block will not move with respect to the funnel is given by:

\[
f_{\text{max}} = \frac{1}{2\pi} \sqrt{\frac{g(\sin\theta + \mu \cos\theta)}{r(\cos\theta - \mu \sin\theta)}}
\]

\begin{center}
    \includegraphics[width=0.5\textwidth]{funnel_diagram.png}
    \captionof{figure}{Fig. 3.5: Diagram of the funnel and cube}
\end{center}

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem}

A small cube placed on the inside of a funnel rotates about a vertical axis at a constant rate of $f$ revolutions per second. The wall of the funnel makes an angle $\theta$ with the horizontal (see Fig. 3.5). If the coefficient of static friction is $\mu$ and the center of the cube is at a distance $r$ from the axis of rotation, show that the largest frequency for which the block will not move with respect to the funnel is given by:

\[
f_{\text{max}} = \frac{1}{2\pi} \sqrt{\frac{g(\sin\theta + \mu \cos\theta)}{r(\cos\theta - \mu \sin\theta)}}
\]

\begin{center}
    \includegraphics[width=0.5\textwidth]{funnel_diagram.png}
    \captionof{figure}{Fig. 3.5: Diagram of the funnel and cube}
\end{center}

\end{document}"
3.19,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

In problem (3.18), show that the minimum frequency for which the block will not move with respect to the funnel is given by:

\[
f_{\text{min}} = \frac{1}{2\pi} \sqrt{\frac{g(\sin\theta - \mu \cos\theta)}{r(\cos\theta + \mu \sin\theta)}}
\]

where:
\begin{align*}
f_{\text{min}} & : \text{minimum frequency}, \\
g & : \text{acceleration due to gravity}, \\
\theta & : \text{angle of the funnel}, \\
\mu & : \text{coefficient of friction}, \\
r & : \text{radius of the funnel}.
\end{align*}

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

In problem (3.18), show that the minimum frequency for which the block will not move with respect to the funnel is given by:

\[
f_{\text{min}} = \frac{1}{2\pi} \sqrt{\frac{g(\sin\theta - \mu \cos\theta)}{r(\cos\theta + \mu \sin\theta)}}
\]

where:
\begin{align*}
f_{\text{min}} & : \text{minimum frequency}, \\
g & : \text{acceleration due to gravity}, \\
\theta & : \text{angle of the funnel}, \\
\mu & : \text{coefficient of friction}, \\
r & : \text{radius of the funnel}.
\end{align*}

\end{document}"
3.21,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem}

An object is being weighed on a spring balance going around a curve of radius \( R = 100 \, \text{m} \) at a speed of \( v = 7 \, \text{m/s} \). The object has a weight of \( 50 \, \text{kg wt} \). What reading is registered on the spring balance?

\section*{Solution}

First, we convert the weight of the object from kilograms weight to newtons. The weight given is \( 50 \, \text{kg wt} \), which is equivalent to a mass of \( m = 50 \, \text{kg} \). The gravitational force (weight) is given by:

\[
W = mg = 50 \, \text{kg} \times 9.8 \, \text{m/s}^2 = 490 \, \text{N}
\]

When the object is moving in a circular path, it experiences a centripetal force given by:

\[
F_c = \frac{mv^2}{R}
\]

Substituting the given values:

\[
F_c = \frac{50 \, \text{kg} \times (7 \, \text{m/s})^2}{100 \, \text{m}} = \frac{50 \times 49}{100} = 24.5 \, \text{N}
\]

The reading on the spring balance is the apparent weight, which is the vector sum of the gravitational force and the centripetal force. Since the centripetal force acts horizontally and the gravitational force acts vertically, the apparent weight \( W' \) is given by:

\[
W' = \sqrt{W^2 + F_c^2}
\]

Substituting the values:

\[
W' = \sqrt{(490 \, \text{N})^2 + (24.5 \, \text{N})^2}
\]

\[
W' = \sqrt{240100 + 600.25} = \sqrt{240700.25}
\]

\[
W' \approx 490.6 \, \text{N}
\]

Thus, the reading registered on the spring balance is approximately \( 490.6 \, \text{N} \).

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem}

An object is being weighed on a spring balance going around a curve of radius \( R = 100 \, \text{m} \) at a speed of \( v = 7 \, \text{m/s} \). The object has a weight of \( 50 \, \text{kg wt} \). What reading is registered on the spring balance?

\section*{Solution}

First, we convert the weight of the object from kilograms weight to newtons. The weight given is \( 50 \, \text{kg wt} \), which is equivalent to a mass of \( m = 50 \, \text{kg} \). The gravitational force (weight) is given by:

\[
W = mg = 50 \, \text{kg} \times 9.8 \, \text{m/s}^2 = 490 \, \text{N}
\]

When the object is moving in a circular path, it experiences a centripetal force given by:

\[
F_c = \frac{mv^2}{R}
\]

Substituting the given values:

\[
F_c = \frac{50 \, \text{kg} \times (7 \, \text{m/s})^2}{100 \, \text{m}} = \frac{50 \times 49}{100} = 24.5 \, \text{N}
\]

The reading on the spring balance is the apparent weight, which is the vector sum of the gravitational force and the centripetal force. Since the centripetal force acts horizontally and the gravitational force acts vertically, the apparent weight \( W' \) is given by:

\[
W' = \sqrt{W^2 + F_c^2}
\]

Substituting the values:

\[
W' = \sqrt{(490 \, \text{N})^2 + (24.5 \, \text{N})^2}
\]

\[
W' = \sqrt{240100 + 600.25} = \sqrt{240700.25}
\]

\[
W' \approx 490.6 \, \text{N}
\]

Thus, the reading registered on the spring balance is approximately \( 490.6 \, \text{N} \).

\end{document}"
3.22,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem}

An early railway carriage has its center of gravity at a height of 1 m above the rails, which are 1.5 m apart. Find the maximum safe speed at which it could travel around the unbanked curve of radius 100 m.

\section*{Solution}

To find the maximum safe speed, we need to consider the condition for tipping over. The carriage will tip over if the centripetal force causes the center of gravity to move outside the base of support, which is the distance between the rails.

The centripetal force \( F_c \) required to keep the carriage moving in a circle is given by:

\[
F_c = \frac{mv^2}{r}
\]

where \( m \) is the mass of the carriage, \( v \) is the velocity, and \( r \) is the radius of the curve.

The tipping condition occurs when the moment due to the centripetal force about the outer rail equals the moment due to the gravitational force. This can be expressed as:

\[
\frac{mv^2}{r} \cdot \frac{1.5}{2} = mg \cdot 1
\]

where \( g \) is the acceleration due to gravity (approximately \( 9.81 \, \text{m/s}^2 \)).

Simplifying the equation, we get:

\[
\frac{v^2}{r} \cdot \frac{1.5}{2} = g
\]

Solving for \( v \), we have:

\[
v^2 = \frac{2rg}{1.5}
\]

\[
v = \sqrt{\frac{2rg}{1.5}}
\]

Substituting the given values \( r = 100 \, \text{m} \) and \( g = 9.81 \, \text{m/s}^2 \), we find:

\[
v = \sqrt{\frac{2 \times 100 \times 9.81}{1.5}}
\]

\[
v \approx \sqrt{\frac{1962}{1.5}}
\]

\[
v \approx \sqrt{1308}
\]

\[
v \approx 36.17 \, \text{m/s}
\]

Thus, the maximum safe speed at which the carriage can travel around the curve is approximately \( 36.17 \, \text{m/s} \).

\end{document}",Rotational Kinematics,"\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem}

An early railway carriage has its center of gravity at a height of 1 m above the rails, which are 1.5 m apart. Find the maximum safe speed at which it could travel around the unbanked curve of radius 100 m.

\section*{Solution}

To find the maximum safe speed, we need to consider the condition for tipping over. The carriage will tip over if the centripetal force causes the center of gravity to move outside the base of support, which is the distance between the rails.

The centripetal force \( F_c \) required to keep the carriage moving in a circle is given by:

\[
F_c = \frac{mv^2}{r}
\]

where \( m \) is the mass of the carriage, \( v \) is the velocity, and \( r \) is the radius of the curve.

The tipping condition occurs when the moment due to the centripetal force about the outer rail equals the moment due to the gravitational force. This can be expressed as:

\[
\frac{mv^2}{r} \cdot \frac{1.5}{2} = mg \cdot 1
\]

where \( g \) is the acceleration due to gravity (approximately \( 9.81 \, \text{m/s}^2 \)).

Simplifying the equation, we get:

\[
\frac{v^2}{r} \cdot \frac{1.5}{2} = g
\]

Solving for \( v \), we have:

\[
v^2 = \frac{2rg}{1.5}
\]

\[
v = \sqrt{\frac{2rg}{1.5}}
\]

Substituting the given values \( r = 100 \, \text{m} \) and \( g = 9.81 \, \text{m/s}^2 \), we find:

\[
v = \sqrt{\frac{2 \times 100 \times 9.81}{1.5}}
\]

\[
v \approx \sqrt{\frac{1962}{1.5}}
\]

\[
v \approx \sqrt{1308}
\]

\[
v \approx 36.17 \, \text{m/s}
\]

Thus, the maximum safe speed at which the carriage can travel around the curve is approximately \( 36.17 \, \text{m/s} \).

\end{document}"
3.24,"To determine the linear velocity of rotation of points on the Earth's surface at a latitude of \(60^\circ\), we can use the formula for linear velocity \(v\) of a point on the surface of a rotating sphere:

\[
v = \omega \cdot r
\]

where:
- \(\omega\) is the angular velocity of the Earth,
- \(r\) is the radius of the circular path at the given latitude.

The angular velocity \(\omega\) of the Earth is given by:

\[
\omega = \frac{2\pi}{T}
\]

where \(T = 24 \times 3600 \, \text{seconds}\) is the period of rotation of the Earth (one day).

The radius \(r\) at latitude \(\theta\) is given by:

\[
r = R \cdot \cos(\theta)
\]

where \(R\) is the Earth's radius (approximately \(6371 \, \text{km}\)) and \(\theta = 60^\circ\).

Substituting these into the formula for \(v\), we have:

\[
v = \left(\frac{2\pi}{24 \times 3600}\right) \cdot (6371 \times 10^3) \cdot \cos(60^\circ)
\]

Simplifying, we find:

\[
v = \left(\frac{2\pi}{86400}\right) \cdot 6371 \times 10^3 \cdot \frac{1}{2}
\]

\[
v = \frac{\pi \cdot 6371 \times 10^3}{86400}
\]

Calculating this gives:

\[
v \approx 231.4 \, \text{m/s}
\]

Thus, the linear velocity of rotation of points on the Earth's surface at a latitude of \(60^\circ\) is approximately \(231.4 \, \text{m/s}\).",Rotational Kinematics,"To determine the linear velocity of rotation of points on the Earth's surface at a latitude of \(60^\circ\), we can use the formula for linear velocity \(v\) of a point on the surface of a rotating sphere:

\[
v = \omega \cdot r
\]

where:
- \(\omega\) is the angular velocity of the Earth,
- \(r\) is the radius of the circular path at the given latitude.

The angular velocity \(\omega\) of the Earth is given by:

\[
\omega = \frac{2\pi}{T}
\]

where \(T = 24 \times 3600 \, \text{seconds}\) is the period of rotation of the Earth (one day).

The radius \(r\) at latitude \(\theta\) is given by:

\[
r = R \cdot \cos(\theta)
\]

where \(R\) is the Earth's radius (approximately \(6371 \, \text{km}\)) and \(\theta = 60^\circ\).

Substituting these into the formula for \(v\), we have:

\[
v = \left(\frac{2\pi}{24 \times 3600}\right) \cdot (6371 \times 10^3) \cdot \cos(60^\circ)
\]

Simplifying, we find:

\[
v = \left(\frac{2\pi}{86400}\right) \cdot 6371 \times 10^3 \cdot \frac{1}{2}
\]

\[
v = \frac{\pi \cdot 6371 \times 10^3}{86400}
\]

Calculating this gives:

\[
v \approx 231.4 \, \text{m/s}
\]

Thus, the linear velocity of rotation of points on the Earth's surface at a latitude of \(60^\circ\) is approximately \(231.4 \, \text{m/s}\)."
