Question_number,Solutions
1.27,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem and Solution}

Take the upward direction as positive. Referring to Fig. 1.18, at time $t$, the velocities of the objects will be:

\begin{align}
    \mathbf{v}_1 &= u_1 \hat{\imath} - gt \hat{\jmath} \label{eq:v1} \\
    \mathbf{v}_2 &= -u_2 \hat{\imath} - gt \hat{\jmath} \label{eq:v2}
\end{align}

If $\mathbf{v}_1$ and $\mathbf{v}_2$ are to be perpendicular to each other, then $\mathbf{v}_1 \cdot \mathbf{v}_2 = 0$. Therefore,

\begin{align*}
    (u_1 \hat{\imath} - gt \hat{\jmath}) \cdot (-u_2 \hat{\imath} - gt \hat{\jmath}) &= 0 \\
    \Rightarrow -u_1 u_2 + g^2 t^2 &= 0 \\
    \Rightarrow t &= \frac{1}{g} \sqrt{u_1 u_2} \tag{3}
\end{align*}

The position vectors are:

\begin{align}
    \mathbf{r}_1 &= u_1 t \hat{\imath} - \frac{1}{2} gt^2 \hat{\jmath} \\
    \mathbf{r}_2 &= -u_2 t \hat{\imath} - \frac{1}{2} gt^2 \hat{\jmath}
\end{align}

The distance of separation of the objects will be:

\begin{align}
    r_{12} &= |\mathbf{r}_1 - \mathbf{r}_2| \\
    &= (u_1 + u_2) t \\
    &= (u_1 + u_2) \frac{1}{g} \sqrt{u_1 u_2} \tag{4}
\end{align}

where we have used equation (2).

\end{document}
```

This LaTeX code properly formats the physics problem and solution, including equations, vectors, and references to figures."
1.28,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Consider the equation for the displacement \( s \) given by:

\begin{equation}
s = ut + \frac{1}{2} a t^2
\end{equation}

Taking the upward direction as positive, let \( a = -g \) and \( s = h \), where \( h \) is the height of the tower. Equation (1) becomes:

\begin{equation}
h = ut - \frac{1}{2} g t^2
\end{equation}

or equivalently,

\begin{equation}
\frac{1}{2} g t^2 - ut + h = 0
\end{equation}

Let the two roots be \( t_1 \) and \( t_2 \). Compare equation (2) with the quadratic equation:

\begin{equation}
ax^2 + bx + c = 0
\end{equation}

The product of the two roots is equal to \( \frac{c}{a} \). It follows that:

\begin{equation}
t_1 t_2 = \frac{2h}{g}
\end{equation}

or

\begin{equation}
\sqrt{t_1 t_2} = \sqrt{\frac{2h}{g}} = t_3
\end{equation}

which is the time taken for a free fall of an object from the height \( h \).

\end{document}
```

This LaTeX document properly formats the physics problem and solution, using equations and mathematical notation to clearly present the relationships and results."
1.29,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

Let the shell hit the plane at point \( (x, y) \), the range being \( AP = R \), as shown in Fig. 1.19. The equation for the projectile's motion is given by:

\begin{equation}
    y = x \tan \theta - \frac{g x^2}{2 u^2 \cos^2 \theta}
\end{equation}

Now, substituting the expressions for \( y \) and \( x \):

\begin{align}
    y &= R \sin \alpha \label{eq:y}\\
    x &= R \cos \alpha \label{eq:x}
\end{align}

Substituting equations \eqref{eq:y} and \eqref{eq:x} into the projectile motion equation and simplifying, we get:

\begin{equation}
    R = \frac{2 u^2 \cos \theta \sin(\theta - \alpha)}{g \cos^2 \alpha}
\end{equation}

The maximum range is obtained by setting the derivative of \( R \) with respect to \( \theta \) to zero, while keeping \( u \), \( \alpha \), and \( g \) constant. This gives:

\begin{equation}
    \cos(2\theta - \alpha) = 0
\end{equation}

or

\begin{equation}
    2\theta - \alpha = \frac{\pi}{2}
\end{equation}

Thus, solving for \( \alpha \), we find:

\begin{equation}
    \alpha = \frac{\theta}{2} + \frac{\pi}{4}
\end{equation}

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{fig1_19.png}
    \caption{Projectile motion hitting the plane at point \( (x, y) \).}
    \label{fig:1.19}
\end{figure}

\end{document}
```

This LaTeX code includes the necessary equations and a placeholder for a figure (Fig. 1.19) to illustrate the problem. Ensure you replace `fig1_19.png` with the actual image file path if you have the figure available."
1.30,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

As the outer walls are equal in height \( h \), they are equally distant \( c \) from the extremities of the parabolic trajectory whose general form may be written as (see Fig. 1.20):

\begin{figure}[h]
    \centering
    % Placeholder for the figure
    \caption{Parabolic trajectory}
    \label{fig:parabolic_trajectory}
\end{figure}

\begin{equation}
    y = ax - bx^2
    \label{eq:parabolic_equation}
\end{equation}

At \( x = R = nr \), where \( R \) is the range, this gives:

\begin{equation}
    a = bnr
    \label{eq:a_equals_bnr}
\end{equation}

The range \( R = c + r + 2r + c = nr \), by problem statement:

\begin{equation}
    c = \frac{n-3}{2}r
    \label{eq:c_expression}
\end{equation}

The trajectory passes through the top of the three walls whose coordinates are \( (c, h) \), \( (c+r, \frac{15}{7}h) \), and \( (c+3r, h) \), respectively. Using these coordinates in equation \eqref{eq:parabolic_equation}, we get three equations:

\begin{align}
    h &= ac - bc^2 \label{eq:wall1} \\
    \frac{15}{7}h &= a(c+r) - b(c+r)^2 \label{eq:wall2} \\
    h &= a(c+3r) - b(c+3r)^2 \label{eq:wall3}
\end{align}

Combining equations \eqref{eq:a_equals_bnr}, \eqref{eq:c_expression}, \eqref{eq:wall1}, \eqref{eq:wall2}, and \eqref{eq:wall3} and solving, we get \( n = 4 \).

\end{document}
```

This LaTeX code provides a structured and clear presentation of the problem, equations, and solution, with proper referencing and alignment."
1.31,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{geometry}

\geometry{a4paper, margin=1in}

\begin{document}

The equation for the parabolic path can be written as:
\begin{equation}
    y = ax - bx^2 \tag{1}
\end{equation}
where
\begin{equation}
    a = \tan \theta, \quad b = \frac{g}{2u^2 \cos^2 \theta} \tag{2}
\end{equation}

Taking the point of projection as the origin, the coordinates of the two openings in the windows are \((5, 5)\) and \((11, 7)\), respectively. Using these coordinates in equation \((1)\), we get the equations:
\begin{align}
    5 &= 5a - 25b \tag{3} \\
    7 &= 11a - 121b \tag{4}
\end{align}

Solving these equations, we find:
\[
    a = 1.303 \quad \text{and} \quad b = 0.0606
\]

Using these values in equation \((2)\), we find:
\[
    \theta = 52.5^\circ \quad \text{and} \quad u = 14.8 \, \text{m/s}
\]

\end{document}
```
This LaTeX code will properly format the physics problem and solution, including the equations and their respective solutions."
1.32,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Problem: Bullet and Monkey}

Let the rifle be fixed at point \( A \) and point in the direction \( AB \) at an angle \( \alpha \) with the horizontal. The monkey is sitting on the tree top at \( B \) at height \( h \), as shown in Fig. 1.21. The bullet follows a parabolic path and reaches point \( D \), at height \( H \), in time \( t \).

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{figure1_21.png}
    \caption{The bullet's trajectory and the monkey's position.}
\end{figure}

The horizontal and initial vertical components of the bullet's velocity are:
\[
u_x = u \cos \alpha, \quad u_y = u \sin \alpha
\]

Let the bullet reach point \( D \), vertically below \( B \) in time \( t \), with the coordinates of \( D \) being \( (d, H) \). Since the horizontal component of velocity is constant, we have:
\[
d = u_x t = (u \cos \alpha) t = u \cdot t \quad \text{where} \quad s = AB: \quad t = \frac{s}{u}
\]

The vertical component of velocity is reduced due to gravity. In the same time, the \( y \)-coordinate at \( D \) is given by:
\[
y = H = u_y t - \frac{1}{2}gt^2 = u (\sin \alpha) t - \frac{1}{2}gt^2
\]

Substituting for \( t \), we get:
\[
H = u \left(\frac{h}{s}\right) \left(\frac{s}{u}\right) - \frac{1}{2}gt^2 = h - \frac{1}{2}gt^2
\]

Thus, we have:
\[
h - H = \frac{1}{2}gt^2
\]

Solving for \( t \), we find:
\[
t = \sqrt{\frac{2(h - H)}{g}}
\]

However, the quantity \( (h - H) \) represents the height through which the monkey drops from the tree, and the right-hand side of the last equation gives the time for a free fall. Therefore, the bullet would hit the monkey independent of the bullet's initial velocity.

\end{document}
```"
1.33,"To convert the given physics text into properly formatted LaTeX, we need to ensure that all the equations are correctly structured and aligned. Here's the LaTeX code for the provided equations:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The following are the equations for range \( R \), maximum height \( h \), and time of flight \( T \) for a projectile:

\begin{align}
    R &= \frac{u^2 \sin 2\alpha}{g}, \\
    h &= \frac{u^2 \sin^2 \alpha}{g}, \\
    T &= \frac{2u \sin \alpha}{g}.
\end{align}

(a) Given the condition \( \frac{h}{R} = \frac{1}{4} \tan \alpha \), we find:

\begin{equation}
    \tan \alpha = \frac{4h}{R}.
\end{equation}

(b) Given the condition \( \frac{h}{T^2} = \frac{g}{8} \), we find:

\begin{equation}
    h = \frac{gT^2}{8}.
\end{equation}

\end{document}
```

This LaTeX code formats the physics equations neatly, using the `align` environment for the initial set of equations and separate `equation` environments for the conditions provided in parts (a) and (b)."
1.34,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{siunitx}

\begin{document}

\section*{Physics Problem Solutions}

\begin{enumerate}
    \item[(i)] Calculate the time of flight \( T \):
    \[
    T = \frac{2u \sin \alpha}{g} = \frac{2 \times 800 \sin 60^\circ}{9.8} = 141.4 \, \text{s}
    \]

    \item[(ii)] Calculate the range \( R \):
    \[
    R = \frac{u^2 \sin 2\alpha}{g} = \frac{(800)^2 \sin(2 \times 60^\circ)}{9.8} = 5.6568 \times 10^4 \, \text{m} = 56.57 \, \text{km}
    \]

    \item[(iii)] Time to reach maximum height:
    \[
    \frac{1}{2} T = \frac{1}{2} \times 141.4 = 70.7 \, \text{s}
    \]

    \item[(iv)] Equations of motion:
    \begin{align}
        x &= (u \cos \alpha) t \label{eq:x} \\
        y &= (u \sin \alpha) t - \frac{1}{2} g t^2 \label{eq:y}
    \end{align}

    Eliminating \( t \) between \eqref{eq:x} and \eqref{eq:y} and simplifying, we get:
    \[
    y = x \tan \alpha - \frac{1}{2} \frac{g x^2}{u^2 \cos^2 \alpha}
    \]

    This is of the form \( y = bx + cx^2 \), with \( b = \tan \alpha \) and \( c = -\frac{1}{2} \frac{g}{u^2 \cos^2 \alpha} \).
\end{enumerate}

\end{document}
```"
1.35,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{siunitx}

\begin{document}

\section*{Solution}

\begin{enumerate}
    \item[(i)] 
    \[
    T = \frac{u \sin \alpha}{g} = \frac{350 \sin 55^\circ}{9.8} = 29.25 \, \text{s}
    \]

    \item[(ii)] 
    At the highest point of the trajectory, the velocity of the particle is entirely horizontal, being equal to \( u \cos \alpha \). The momentum of this particle at the highest point is \( p = mu \cos \alpha \), where \( m \) is its mass. After the explosion, one fragment starts falling vertically and so does not carry any momentum initially. It would fall at half of the range, that is
    \[
    \frac{R}{2} = \frac{1}{2} \frac{u^2 \sin 2\alpha}{g} = \frac{(350)^2 \sin(2 \times 55^\circ)}{2 \times 9.8} = 5873 \, \text{m},
    \]
    from the firing point. The second part of mass \(\frac{1}{2}m\) proceeds horizontally from the highest point with initial momentum \( p \) in order to conserve momentum. If its velocity is \( v \) then
    \[
    p = \frac{m}{2}v = mu \cos \alpha \quad \Rightarrow \quad v = 2u \cos \alpha = 2 \times 350 \cos 55^\circ = 401.5 \, \text{m/s}
    \]
    Then its range will be 
    \[
    R' = v \sqrt{\frac{2h}{g}}
    \]
    But the maximum height 
    \[
    h = \frac{u^2 \sin^2 \alpha}{2g}
    \]
    Using the above in the range equation,
    \[
    R' = \frac{v u \sin \alpha}{g} = \frac{(401.5)(350)(\sin 55^\circ)}{9.8} = 11746 \, \text{m}
    \]
    The distance from the firing point at which the second fragment hits the ground is
    \[
    \frac{R}{2} + R' = 5873 + 11746 = 17619 \, \text{m}
    \]

    \item[(iii)]
    Energy released = (kinetic energy of the fragments) - (kinetic energy of the particle at the time of explosion)
    \[
    = \frac{1}{2} \frac{m}{2} v^2 - \frac{1}{2} m (u \cos \alpha)^2
    \]
    \[
    = \frac{1}{4} m (401.5)^2 - \frac{1}{2} m (350 \cos 55^\circ)^2
    \]
    \[
    = 4.03 \times 10^5 \, \text{J}
    \]
\end{enumerate}

\end{document}
```"
1.36,"To convert the given physics text into properly formatted LaTeX, we need to structure the equations and text clearly. Here's the LaTeX code:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The radius of curvature is given by:

\begin{equation}
    \rho = \frac{\left[ 1 + \left( \frac{dy}{dx} \right)^2 \right]^{3/2}}{\frac{d^2y}{dx^2}}
\end{equation}

Given the initial conditions:
\[
x = v_0 t = 10 \times 3 = 30 \, \text{m}
\]
\[
y = \frac{1}{2} g t^2 = \frac{1}{2} \times 9.8 \times 3^2 = 44.1 \, \text{m}
\]

We have:
\[
y = \frac{1}{2} \frac{g x^2}{v_0^2}
\]

Solving for \(v_0^2\):
\begin{equation}
    v_0^2 = \frac{9.8 \times 30}{10^2} = 2.94
\end{equation}

The second derivative is:
\begin{equation}
    \frac{d^2y}{dx^2} = \frac{g}{v_0^2} = \frac{9.8}{10^2} = 0.098
\end{equation}

Using equations (2) and (3) in equation (1), we find:
\[
\rho = 305 \, \text{m}
\]

\end{document}
```

This LaTeX code will format the physics problem and solution correctly, with equations numbered and aligned for clarity."
1.37,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}
\usepackage{graphicx}

\begin{document}

Let \( P \) be the position of the boat at any time. Let \( AP = r \), \(\angle B\hat{A}P = \theta\), and let \( v \) be the magnitude of each velocity, as shown in Fig. 1.5. The equations of motion are given by:

\[
\frac{dr}{dt} = -v + v \sin \theta
\]

\[
r \frac{d\theta}{dt} = v \cos \theta
\]

Thus, we have:

\[
\frac{1}{r} \frac{dr}{d\theta} = -1 + \frac{\sin \theta}{\cos \theta}
\]

Integrating both sides, we get:

\[
\int \frac{dr}{r} = \int \left(-\sec \theta + \tan \theta\right) d\theta
\]

\[
\ln r = -\ln \tan \left(\frac{\theta}{2} + \frac{\pi}{4}\right) - \ln \cos \theta + \ln C \quad (\text{a constant})
\]

When \(\theta = 0\), \(r = a\), so that \(C = a\). Therefore:

\[
r = a \tan\left(\frac{\theta}{2} + \frac{\pi}{4}\right) \cos \theta
\]

The denominator can be shown to be equal to \(1 + \sin \theta\):

\[
r = \frac{a}{1 + \sin \theta}
\]

This is the equation of a parabola with \(AB\) as the semi-latus rectum.

\end{document}
```

This LaTeX code properly formats the given physics problem and solution, ensuring correct mathematical representation and clarity."
1.38,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Take the origin at \( O \), as shown in Fig. 1.22. Draw the reference line \( OC \) parallel to \( AB \), the ground level. Let the ball hit the wall at a height \( H \) above \( C \).

Initially at \( O \), as shown in Fig. 1.22:
\[
u_x = u \cos \alpha = u \cos 45^\circ = \frac{u}{\sqrt{2}}
\]
\[
u_y = u \sin \alpha = u \sin 45^\circ = \frac{u}{\sqrt{2}}
\]

When the ball hits the wall, the vertical position is given by:
\[
y = x \tan \alpha - \frac{1}{2} \frac{g x^2}{u^2 \cos^2 \alpha}
\]

Using \( y = H \), \( x = d \), and \( \alpha = 45^\circ \), we have:
\[
H = d \left( 1 - \frac{g d}{u^2} \right) \tag{1}
\]

If the collision of the ball with the wall is perfectly elastic, then at point \( P \), the horizontal component of the velocity (\( u'_x \)) will be reversed, with the magnitude remaining constant, while both the direction and magnitude of the vertical component \( v'_y \) are unaltered.

If the time taken for the ball to bounce back from \( P \) to \( A \) is \( t \) and the range \( BA = R \), then:
\[
y = v'_y t - \frac{1}{2} g t^2 \tag{2}
\]

Using:
\[
t = \frac{R}{u \cos 45^\circ} = \frac{\sqrt{2} R}{u} \tag{3}
\]

And:
\[
y = -(H + h) \tag{4}
\]

The vertical velocity component is:
\[
v'_y t = u \sin 45^\circ - \frac{g d}{u \cos 45^\circ} = \frac{u}{\sqrt{2}} - \frac{\sqrt{2} g d}{u} \tag{5}
\]

Using equations (3), (4), and (5) in equation (2), we get a quadratic equation in \( R \) which has the acceptable solution:
\[
R = \frac{u^2}{2g} + \sqrt{\frac{u^2}{4g^2} + H + h}
\]

\end{document}
```"
1.39,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{siunitx}

\begin{document}

\section*{Resolution of Forces into Components}

\subsection*{(i) Force Components}

Resolve the force into \( x \) and \( y \) components:

\[
F_x = -80 \cos 35^\circ + 60 + 40 \cos 45^\circ = 22.75 \, \text{N}
\]

\[
F_y = 80 \sin 35^\circ + 0 - 40 \sin 45^\circ = 17.6 \, \text{N}
\]

Calculate the net force:

\[
F_{\text{net}} = \sqrt{F_x^2 + F_y^2} = \sqrt{(22.75)^2 + (17.6)^2} = 28.76 \, \text{N}
\]

Determine the angle \(\theta\) that the vector \( F_{\text{net}} \) makes with the \( x \)-axis:

\[
\tan \theta = \frac{F_y}{F_x} = \frac{17.6}{22.75} = 0.7736 \quad \Rightarrow \quad \theta = 37.7^\circ
\]

Thus, the vector \( F_{\text{net}} \) makes an angle of \( 37.7^\circ \) with the \( x \)-axis.

\subsection*{(ii) Acceleration}

Calculate the acceleration \( a \):

\[
a = \frac{F_{\text{net}}}{m} = \frac{28.76 \, \text{N}}{3.8 \, \text{kg}} = 7.568 \, \text{m/s}^2
\]

\subsection*{(iii) Opposing Force}

To balance the net force, a force \( F_4 \) of magnitude \( 28.76 \, \text{N} \) must be applied in the opposite direction to \( F_{\text{net}} \).

\end{document}
```

This LaTeX code provides a clear and structured presentation of the physics problem, with equations properly formatted and aligned."
1.40,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{amssymb}

\begin{document}

\section*{Problem Solution}

\subsection*{(a)}

\begin{enumerate}
    \item[(i)] Calculate the torque $\tau$:
    \begin{align*}
        \tau &= \mathbf{r} \times \mathbf{F} \\
        \tau &= rF \sin \theta \\
        &= (0.4 \, \text{m})(50 \, \text{N}) \sin 90^\circ \\
        &= 20 \, \text{N}\cdot\text{m}
    \end{align*}

    \item[(ii)] Calculate the angular acceleration $\alpha$:
    \begin{align*}
        \tau &= I \alpha \\
        \alpha &= \frac{\tau}{I} \\
        &= \frac{20}{20} = 1.0 \, \text{rad/s}^2
    \end{align*}

    \item[(iii)] Calculate the angular velocity $\omega$:
    \begin{align*}
        \omega &= \omega_0 + \alpha t \\
        &= 0 + 1 \times 3 \\
        &= 3 \, \text{rad/s}
    \end{align*}

    \item[(iv)] Calculate the angular displacement $\theta$:
    \begin{align*}
        \omega^2 &= \omega_0^2 + 2\alpha \theta \\
        \theta &= \frac{\omega^2 - \omega_0^2}{2\alpha} \\
        &= \frac{3^2 - 0^2}{2 \times 1} \\
        &= 4.5 \, \text{rad}
    \end{align*}
\end{enumerate}

\subsection*{(b)}

\begin{enumerate}
    \item[(i)] Calculate the torque $\tau$ with an angle offset:
    \begin{align*}
        \tau &= 0.4 \times 50 \times \sin(90^\circ + 20^\circ) \\
        &= 18.794 \, \text{N}\cdot\text{m}
    \end{align*}

    \item[(ii)] Calculate the angular acceleration $\alpha$:
    \begin{align*}
        \alpha &= \frac{\tau}{I} \\
        &= \frac{18.794}{20} \\
        &= 0.9397 \, \text{rad/s}^2
    \end{align*}
\end{enumerate}

\end{document}
```"
1.41,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem: Force and Friction}

Consider a container subjected to a force and frictional force. The equations governing these forces are given below:

\begin{itemize}
    \item Force applied to the container: 
    \[
    F = ma
    \]
    \item Frictional force: 
    \[
    F_r = \mu mg
    \]
\end{itemize}

Equating the forces, we have:
\[
F_r = F \quad \Rightarrow \quad \mu mg = ma
\]

Solving for acceleration \(a\), we get:
\[
\mu g = a
\]

Given \(\mu = 1.5\) and \(g = 9.8 \, \text{m/s}^2\), the acceleration \(a\) is calculated as follows:
\[
a = \mu g = 1.5 \times 9.8 = 14.7 \, \text{m/s}^2
\]

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{figure1_23.png}
    \caption{Illustration of forces acting on the container.}
    \label{fig:1_23}
\end{figure}

\end{document}
```

Note: Ensure that the image file `figure1_23.png` is available in the same directory as the LaTeX document for the figure to be included correctly. Adjust the image path and scale as needed."
1.42,"To convert the given physics text into properly formatted LaTeX, we need to clearly define the variables and equations, and ensure that the mathematical expressions are correctly formatted. Here is the LaTeX code:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Taking torque about point \( D \), the corner of the obstacle, we have:

\[
(F)_{CD} = (W)_{BD}
\]

Referring to Fig. 1.23, we can express the force \( F \) in terms of the weight \( W \) and the distances \( BD \) and \( CD \):

\[
F = W \frac{BD}{CD}
\]

To find \( CD \), we use the Pythagorean theorem:

\[
CD = \sqrt{OD^2 - OB^2}
\]

Substituting the known values, we have:

\[
CD = \sqrt{r^2 - (r - h)^2}
\]

Thus, the expression for \( CE - DE \) becomes:

\[
CE - DE = \frac{\sqrt{h(2r - h)}}{r - h}
\]

where \( r \) is the radius and \( h \) is the height.

\end{document}
```

This LaTeX code includes the necessary equations and formatting for the physics problem, ensuring that all mathematical expressions are properly aligned and displayed."
1.43,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

Let \(\lambda\) be the linear mass density (mass per unit length) of the wire. Consider an infinitesimal line element \(ds = R\,d\theta\) on the wire, as shown in Fig. 1.24. The corresponding mass element will be \(dm = \lambda\,ds = \lambda R\,d\theta\).

\begin{figure}[h]
    \centering
    \includegraphics{figure1_24.png} % Replace with the actual path to the figure
    \caption{Diagram illustrating the wire and the infinitesimal element.}
    \label{fig:1.24}
\end{figure}

Then, the center of mass \(y_{\text{CM}}\) is given by:

\[
y_{\text{CM}} = \frac{\int y\,dm}{\int dm} = \frac{\int_0^{\pi} (R \sin \theta)(\lambda R\,d\theta)}{\int_0^{\pi} \lambda R\,d\theta} = \frac{\lambda R^2 \int_0^{\pi} \sin \theta\,d\theta}{\lambda R \int_0^{\pi} d\theta}
\]

Evaluating the integrals, we have:

\[
\int_0^{\pi} \sin \theta\,d\theta = 2
\]
\[
\int_0^{\pi} d\theta = \pi
\]

Substituting these results back into the expression for \(y_{\text{CM}}\):

\[
y_{\text{CM}} = \frac{\lambda R^2 \cdot 2}{\lambda R \cdot \pi} = \frac{2R}{\pi}
\]

\end{document}
```

This LaTeX code includes the necessary mathematical expressions and a placeholder for the figure. Make sure to replace `figure1_24.png` with the actual path to your image file."
1.44,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{geometry}
\geometry{a4paper, margin=1in}

\begin{document}

Let the \( x \)-axis lie along the diameter of the semicircle. The center of mass must lie on the \( y \)-axis perpendicular to the flat base of the semicircle and through \( O \), the center of the base, as shown in Fig. 1.25.

\begin{figure}[h]
    \centering
    % Placeholder for Figure 1.25
    \caption{Figure 1.25: Semicircle with center of mass along the \( y \)-axis.}
\end{figure}

For continuous mass distribution, the \( y \)-coordinate of the center of mass is given by:
\[
y_{\text{CM}} = \frac{1}{M} \int y \, dm
\]

Let \(\sigma\) be the surface density (mass per unit area), so that the total mass \( M \) is:
\[
M = \frac{1}{2} \pi R^2 \sigma
\]

In polar coordinates, the differential mass element is:
\[
dm = \sigma \, dA = \sigma \, r \, d\theta \, dr
\]
where \( dA \) is the element of area.

Let the center of mass be located at a distance \( y_{\text{CM}} \) from \( O \) along the \( y \)-axis for reasons of symmetry:
\[
y_{\text{CM}} = \frac{1}{\frac{1}{2} \pi R^2 \sigma} \int_0^R \int_0^\pi (r \sin \theta)(\sigma r \, d\theta \, dr)
\]

Simplifying, we have:
\[
y_{\text{CM}} = \frac{2}{\pi R^2} \int_0^R r^2 \int_0^\pi \sin \theta \, d\theta \, dr
\]

Evaluating the integral over \(\theta\):
\[
\int_0^\pi \sin \theta \, d\theta = 2
\]

Thus, the expression becomes:
\[
y_{\text{CM}} = \frac{2}{\pi R^2} \cdot 2 \int_0^R r^2 \, dr
\]

Calculating the integral over \( r \):
\[
\int_0^R r^2 \, dr = \left[ \frac{r^3}{3} \right]_0^R = \frac{R^3}{3}
\]

Substituting back, we find:
\[
y_{\text{CM}} = \frac{4}{3\pi} R
\]

Therefore, the center of mass is located at a distance \( \frac{4R}{3\pi} \) from \( O \) along the \( y \)-axis.

\end{document}
```"
1.45,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

Let \( O \) be the origin, the center of the base of the hemisphere, with the \( z \)-axis being perpendicular to the base. From symmetry, the center of mass (CM) must lie on the \( z \)-axis, as shown in Fig. 1.26. If \(\rho\) is the density, the mass element is given by \( \mathrm{d}m = \rho \mathrm{d}V \), where \(\mathrm{d}V\) is the volume element. The \( z \)-coordinate of the center of mass is:

\[
Z_{\text{CM}} = \frac{1}{M} \int Z \, \mathrm{d}m = \frac{1}{M} \int Z \rho \, \mathrm{d}V
\]

In polar coordinates, we have:

\[
Z = r \cos \theta
\]

\[
\mathrm{d}V = r^2 \sin \theta \, \mathrm{d}\theta \, \mathrm{d}\phi \, \mathrm{d}r
\]

The limits of integration are \( 0 < r < R \), \( 0 < \theta < \frac{\pi}{2} \), and \( 0 < \phi < 2\pi \).

The mass of the hemisphere is:

\[
M = \rho \frac{2}{3} \pi R^3
\]

Using equations (2), (3), and (4) in equation (1), we have:

\[
Z_{\text{CM}} = \frac{1}{M} \int_0^R r^3 \, \mathrm{d}r \int_0^{\frac{\pi}{2}} \sin \theta \cos \theta \, \mathrm{d}\theta \int_0^{2\pi} \mathrm{d}\phi
\]

Substituting the mass \( M \):

\[
Z_{\text{CM}} = \frac{1}{\frac{2}{3} \pi R^3} \cdot \int_0^R r^3 \, \mathrm{d}r \cdot \int_0^{\frac{\pi}{2}} \sin \theta \cos \theta \, \mathrm{d}\theta \cdot \int_0^{2\pi} \mathrm{d}\phi
\]

Evaluating the integrals:

\[
Z_{\text{CM}} = \frac{3}{2\pi R^3} \cdot \left[ \frac{R^4}{4} \right] \cdot \left[ \frac{1}{2} \right] \cdot [2\pi]
\]

\[
Z_{\text{CM}} = \frac{3R}{8}
\]

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{hemisphere.png}
    \caption{Diagram illustrating the hemisphere and its center of mass.}
    \label{fig:hemisphere}
\end{figure}

\end{document}
```

This LaTeX code provides a clear and structured representation of the problem, with all equations properly formatted and aligned. The figure placeholder is included for illustration purposes."
1.46,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

The mass of any portion of the disc will be proportional to its surface area. The area of the original disc is $\pi R^2$, that corresponding to the hole is $\frac{1}{4} \pi R^2$, and that of the remaining portion is:

\[
\pi R^2 - \frac{1}{4} \pi R^2 = \frac{3}{4} \pi R^2.
\]

Let the centre of the original disc be at $O$, as shown in Fig. 1.10. The hole touches the circumference of the disc at $A$, with the centre of the hole being at $C$. When this hole is cut, let the centre of mass of the remaining part be at $G$, such that $OG = x$ or $AG = AO + OG = R + x$.

If we put back the cut portion of the hole and fill it up, then the centre of mass of this small disc (at $C$) and that of the remaining portion (at $G$) must be located at the centre of the original disc at $O$. Therefore, we have:

\[
AO = R = AC \frac{\pi (R^2/4)}{\pi R^2} + AG \frac{3\pi R^2/4}{\pi R^2} = \frac{R}{8} + \frac{3}{4}(R + x).
\]

Solving for $x$, we get:

\[
x = \frac{R}{6}.
\]

Thus, the centre of mass of the remaining portion of the disc is located at a distance $\frac{R}{6}$ from $O$ on the left side.

\end{document}
```"
